AdditionalExp,AgentStatus,AgExemptYN,AnnualLeaseAmt,APXBuildingSqFt,ApxWarehouseSqFt,AssociationFee,AVMYN,Baths,Bedrooms,BlogYN,CAMSf,CeilingHeight,City,Construction,Cooling,County,DateNewListing,DeedRestrictions,Directions,DisplayAddressListing,DisplayFlagAddress,Dockage,DualCommisson,ElectricVoltage,ElementarySchool,ElevatorYN,ExclusiveAgency,ExistingMtg,ExteriorMiscellaneous,Extras,Floor,ForeclosedYN,FrontageRoad,GrossIncome,Heating,HighSchool,HOAYN,IDX,IDXYN,LeaseOption,LeaseRate,LeaseTerm,LeaseTerms,LeaseType,LeaseYN,ListAgentAgentID,ListDate,ListingAgentID,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListOfficeOfficeID,ListPrice,Location,LotSizeArea,LotSizeDim1,LotSizeDim2,LotSizeDim4,LotSizeDimensions,MiddleSchool,ModificationTimeStamp,NaturalGasYN,NetIncome,NonRep,NonRepCommType,Offerings,OfficeIDX,OfficeSqFt,OfficeStatus,OpenHouseAgentID,OpenHouseBoardID,OpenHouseEndDate,OpenHouseEndTime,OpenHouseEndTimeAMPM,OpenHouseFirmID,OpenHouseOfficeID,OpenHouseRemarks,OpenHouseStartDate,OpenHouseStartTimeAMPM,OpenHouseTime,OpenHouseType,OpenHouseYN,OperatingExpenses,OriginalListingFirm,OverheadDoors,ParcelNumber,Parking,PendingAgentAgentID,PendingOfficeOfficeID,PhotoCount,PhotoModificationTimestamp,Photos,PostalCode,PropertyFormat,PropertySubtype,PropertyType,PropertyTypeFeatures,PublicRemarks,Restrooms,Roof,SaleIncludes,SaleYN,Sewer,ShortSaleYN,Show,ShowNoShow,SprinklerYN,StateOrProvince,StatusChangeDate,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxRange,TaxSectionCode,TaxTownship,TermsNewFinancing,TotalLivingSF,TotalUnits,TransBrokerCommType,Units,Utilities,VirtualTourURL,VirtualTourYN,VOWYN,Water,Waterfront,YearBuilt,Zoning
,"- Active",No,,15156,,,No,5,7,No,,"7-10 Ft.",OCALA,"Frame,Frame w/ Aluminum,Mobile Manufactured","Wall/Window Unit",Marion,2012-07-27,,"100 YARDS EAST OF I-75 ON THE NORTH SIDE OF SR 40 BETWEEN WENDY'S AND MCDONALD'S.",No,No,None,No,220,,No,Right,,Landscaped,"Dryer,Private Restrooms,Public Restrooms,Washer",Concrete,No,State,,"Wall/Window Unit",,,Yes,Yes,,0,,"Month to Month,Owner Occupied-Will Vacat",,No,2715220271512193,2012-07-27,271512193,2715,22,377539,0,Active,2715220,3750000,"Paved Street,Private Street,Dead End Street,Cul-De-Sac,Highway Frontage,In City Limits",10.01,,,,IRR,,2013-08-28T15:30:41,No,,3,%,,Yes,6079,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,22817-000-00,"16+ Spaces,Assigned,Paved,Unpaved",,,8,2012-07-27T20:26:35,"To Follow",34475,,"Residential Income",Commercial,"R-Mobile Home Park,R-RV Park","97space Good Sam RV Park,10 storage,54-room Motel, 4500 sq ft restaurant shell building, on 11+ acres w/pool, laundry and 11 MH spaces. All sites have full hook-up with 30 & 50 Amp service, paved roads. Located directly off I-75 on SR 40 with a median break entry and exit on Hwy 40 between Wendy's and McDonalds. RV park and Motel site can be re allocated to reach 150RV sites. Property is basically for sale for land value and can be operated as is until expansion or re-development. Bring offers",4,"Metal,Rolled,Shingle","Building(s) and Land,Leases",Yes,Septic,No,"Call Listing Agent","Call Listing Agt",No,Florida,2013-08-28,One,W,"SILVER SPRINGS BLVD.",3601,"Comm Nonsub",31711,21E,14,15,"Cash,Owner",21235,,%,5,"TV Cable Available,Underground Electric",,Yes,No,Well,,1972,"B-2 Community Business"
0,"- Active",,,2594,0,,No,0,0,No,4.63,"7-10 Ft.,11-14 Ft.",Ocala,"Brick,Frame","Central Electric",Marion,2013-05-03,,"Take Hwy 40 East from Ocala to NE 11th Ave. Building is on the NW corner of 11th and 55th Blvd",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Sprinklers-Landscaped","Security Alarm System,Smoke Alarm System,Wheelchair Accessible","Concrete,W/W Carpet",,"City,US Highway",,"Heat Pump",,,Yes,Yes,,16,,"1-3 Years,4-10 Years",Net,Yes,2715220271512193,2013-05-03,271512193,2715,22,390024,0,Active,2715220,600,"Paved Street,Highway Frontage,In City Limits,County Zoning,Corner Lot",.62,,,,,,2014-03-17T14:50:44,No,,3,%,,Yes,2594,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,28311-007-00,"16+ Spaces",,,19,2013-05-03T14:33:10,Attached,34470,,Office,Commercial,"Rt-Personal Services,A-Animal Care Services,B-Retail,B-Restaurant","Individual Professional offices for lease. Full service with reception/waiting room, bathrooms, break area. Great exposure on Silver Springs Blvd, centrally located, lots of parking. All utilities included",2,Shingle,"Building(s) and Land,Furniture/Fixtures",No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2014-03-17,One,E,"SILVER SPRINGS BLVD",1025,"Caldwell Add",7616,22E,17,15,"Cash,Conventional",2594,,%,1,"Underground Electric",,,No,City,,1971,"B-2 Community Business"
,"- Active",,,2836,0,,No,1,0,No,,"7-10 Ft.",OCALA,"Frame,Frame w/ Stucco","Central Electric",Marion,2013-06-20,,"NORTH ON NE 36 AVE, TO R ON NE 20 PL, BUILDING ON CORNER OF NE 36 AVE AND NE 20 PL.",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Wheelchair Accessible","W/W Carpet",,City,,"Heat Pump",,,Yes,Yes,,0,,None,,No,2715220271512193,2013-06-20,271512193,2715,22,392121,0,Active,2715220,285000,"Paved Street,Private Street,Corner Lot",.3,125,,,105,,2013-06-20T14:25:52,No,,3,%,,Yes,2836,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,27267-001-06,"6-15 Spaces",,,5,2013-06-20T14:25:21,"Attached,To Follow",34470,,Office,Commercial,"O-Personal Services,OT-Other See Remarks","COMMERCIAL OFFICE BUILDING.OWNER ALSO OWNS ADJACENT LOT  THAT CAN BE COMBINED WITH THIS PARCEL IF NEEDED.",2,Shingle,"Building(s) and Land",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,,One,NE,"20 PL",3601,"Village W",4859.00,22E,11,15,Conventional,2836,,%,1,"Above Ground Electric,Street Lights",,,No,City,,1984,"PUD Planned Unit Development"
,"- Active",No,,4538,,,No,3,3,No,,"7-10 Ft.",WILLISTON,"Frame w/ Vinyl","Central Electric,Wall/Window Unit",Levy,2013-08-05,,"HWY 27 WEST TO WILLISTON, PROPERTY AND BUSINESS IS LOCATED ON THE NW CORNER OF HWY 27/NOBEL AVE AND NW 2 ST.",Yes,Yes,None,No,220,,No,Right,,Fenced,"Dishwasher,Private Restrooms,Public Restrooms,Refrigerator","Vinyl,W/W Carpet",No,"City,County",,"Heat Pump,Wall/Window Unit",,,Yes,Yes,,0,,"Other-See remarks",,No,2715220271512193,2013-08-05,271512193,2715,22,394391,0,Active,2715220,750000,"Paved Street",.57,100,,,188,,2013-08-06T12:19:20,No,,3,%,,Yes,500,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,0559900000,"6-15 Spaces",,,2,2013-08-05T15:49:31,"Other-See Remarks",32696,,Agriculture,Commercial,"A-Animal Care Services,I-Auto/Marine Services,O-Personal Services,OT-Other See Remarks","VERY SUCCESSFUL DAYCARE BUSINESS AND PROPERTY FOR SALE, PROPERTY HAS RESIDENCE THAT CAN BE USED FOR OWNER OR POSSIBLY EXPAND DAYCARE FACILITY.",2,Shingle,"Building(s) and Land,Furniture/Fixtures",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2013-08-06,Two,NW,"2 ST (NOBEL AVE)","11 (142)","Out Of County",4395.58,19E,06,13,"Cash,Conventional",4538,,%,2,"Above Ground Electric",,,No,City,,1985,"B-2 Community Business"
0,"- Active",No,,4672,1500,,No,1,0,No,0,"7-10 Ft.",Ocala,"Concrete Blk w/ Stucco","Central Electric",Marion,2013-08-30,,"Hwy 441 South to property across from Phillip's Jeep Chrystler Dealership.",Yes,Yes,None,No,220,,No,Right,,None,"Private Restrooms,Public Restrooms,Range,Refrigerator,Security Alarm System,Wheelchair Accessible","Concrete,W/W Carpet",No,"US Highway",,"Heat Pump",,,Yes,Yes,,0,,"1-3 Years",,Yes,2715220271512193,2013-08-30,271512193,2715,22,395627,0,Active,2715220,3500,"Highway Frontage,County Zoning",.54,,,,Irreg,,2013-08-30T14:52:35,No,,1500,$,,Yes,1000,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0","10-11 Ft. Wide,1-3 Doors",30156-000-00,"6-15 Spaces,Paved",,,9,2013-08-30T14:51:56,Attached,34471,,Retail,Commercial,"A-Animal Care Services,Rt-Restaurant/Bar,O-Personal Services,A-Plant Nursery/Greenhs,Rt-Retail Store","Commercial Retail building with warehouse/workshop, all air conditioned, 3 offices, large showroom. Great frontage exposure on Hwy441 near other successful Retail locations such as Philip's-Jeep-Chrystler Dealership across the street.",2,Metal,"Other-See Remarks",No,Septic,No,"Call Listing Agent","Call Listing Agt",No,Florida,2012-02-15,One," S","PINE AVE",3601,"Comm Nonsub",5325,22E,29,15,Conventional,4672,,$,1,"Above Ground Electric",,No,No,Well,,1990,"B-4 Regional Business"
0,"- Active",,,2836,0,,No,1,0,No,0,"7-10 Ft.",OCALA,"Frame,Frame w/ Stucco","Central Electric",Marion,2013-07-17,,"NORTH ON NE 36 AVE, TO R ON NE 20 PL, BUILDING ON CORNER OF NE 36 AVE AND NE 20 PL.",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Wheelchair Accessible","W/W Carpet",,City,,"Heat Pump",,,Yes,Yes,,10,,None,,Yes,2715220271512193,2013-07-17,271512193,2715,22,393344,0,Active,2715220,1229,"Paved Street,Private Street,Corner Lot",.3,125,,,105,,2013-07-17T16:14:02,No,,3,%,,Yes,1475,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,27267-001-06,"6-15 Spaces",,,6,2013-07-17T16:13:30,"Attached,To Follow",34470,,Office,Commercial,"O-Personal Services,OT-Other See Remarks","COMMERCIAL OFFICE BUILDING FOR LEASE AND SALE.OWNER ALSO OWNS ADJACENT LOT  THAT CAN BE COMBINED WITH THIS PARCEL IF NEEDED.",2,Shingle,"Building(s) and Land",No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2012-06-13,One,NE,"20 PL #101",3601,"Village W",4859.00,22E,11,15,Conventional,1475,,%,1,"Above Ground Electric,Street Lights",,,No,City,,1984,"PUD Planned Unit Development"
0,"- Active",No,,5000,2500,,Yes,1,0,No,0,"7-10 Ft.,15-20 Ft.",OCALA,"Concrete Blk w/ Stucco","Central Electric",Marion,2013-11-01,,"FROM SR 40 GO NORTH ON NE 25 AVE TO RIGHT ON NE 24 ST, TO RIGHT ON NE 29 AVE, PROPERTY IS ON RIGHT HAND CORNER OF NE 29 AVE AND NE 23 ST",Yes,Yes,"Street Level",No,220,,No,Right,,Fenced,"Security Alarm System","Concrete,W/W Carpet",No,City,,"Heat Pump",,,Yes,Yes,,1.4,,"1-3 Years,4-10 Years",Net,Yes,2715220271512193,2013-11-01,271512193,2715,22,398664,0,Active,2715220,8,"Paved Street",.76,,,,IRREG,,2013-11-01T15:12:09,No,,3,%,,Yes,2500,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0","10-11 Ft. Wide,1-3 Doors",24266-001-06,"6-15 Spaces",,,5,2013-11-01T15:11:45,Attached,34470,,Industrial/Warehouse,Commercial,"I-Warehouse,I-Manufacturing,I-Office Showroom,I-Truck Terminal/Hub,I-Auto/Marine Services","VERY CLEAN OFFICE AND WAREHOUSE. 7 OFFICES, 2 BATHROOMS, 2 BREAK ROOMS, LOBBY, AND WAREHOUSE WITH 4 ROLLUP OVERHEAD DOORS. PROPERTY IS CLOSE IN TO THE CITY OF OCALA WITH GOOD ACCESS, ON SITE PARKING, CHAIN LINK FENCING AROUND ENTIRE PROPERTY. PROPERTY IS ALSO OFFERED FOR SALE FOR $395,000",1,Shingle,"Building(s) and Land,Leases",No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,,One,NE,"23 ST",2902,"Marion Ind Park",3545,22E,30,10,Conventional,5000,,%,1,"Above Ground Electric",,,Yes,City,,1987,"M-1 Light Industrial"
0,"- Active",No,,6363,0,,No,0,0,No,0,"7-10 Ft.,11-14 Ft.",OCALA,"Brick,Frame","Central Electric",Marion,2013-09-23,,"441 SOUTH TO SE 1 AVE LEFT TO SE 29 ST LEFT TO SE 3 CT LEFT TO BUILDING AT END",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Security Alarm System,Storage Area,Wheelchair Accessible","Tile,Vinyl,W/W Carpet",No,City,,"Heat Pump",,,Yes,Yes,,0,,"1-3 Years,4-10 Years",Net,Yes,2715220271512193,2013-09-23,271512193,2715,22,396746,0,Active,2715220,8,"Paved Street,Dead End Street",.78,,,,IRREG,,2014-03-17T18:51:25,No,,3,%,,Yes,6363,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,30304-011-00,"16+ Spaces,Paved",,,20,2013-09-23T15:48:37,Attached,34471,,Office,Commercial,"O-Personal Services,A-Animal Care Services","A+ MEDIACL OFFICE LOCATED IN SOUTH PINE MEDICAL PARK. 12 EXAM ROOMS, 4 DR OFFICES, CONFERENCE, BREAK ROOM, 850 SQ FT OF ADDITONAL 2ND FLOOR ROOMS (6 ROOMS) 27 PARKING, 2 WAITING ROOMS, LARGE ADMIN OFFICE",3,Shingle,"Building(s) and Land,Leases",No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,,Two,SE,"3 CT",2825,"S Pine Medical Pk",10002.6,22E,29,15,,6363,,%,1,"Underground Electric",,,No,City,,1995,Office
,"- Active",,,4672,1500,,No,1,0,No,,"7-10 Ft.",OCALA,"Concrete Blk w/ Stucco","Central Electric",Marion,2013-09-06,,"HWY 441 SOUTH TO PROPERTY ACROSS FROM PHILLIPS JEEP CHRYSLER DEALERSHIP",Yes,Yes,None,No,220,,,Right,,None,"Private Restrooms,Public Restrooms,Range,Refrigerator,Security Alarm System,Wheelchair Accessible","Concrete,W/W Carpet",,"US Highway",,"Heat Pump",,,Yes,Yes,,,,"Other-See remarks",,No,2715220271512193,2013-09-06,271512193,2715,22,395869,0,Active,2715220,895000,"Highway Frontage,County Zoning",.54,,,,IRREG,,2013-09-06T13:38:42,,,3,%,,Yes,1000,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0","10-11 Ft. Wide,1-3 Doors",30156-000-00,"6-15 Spaces,Paved",,,9,2013-09-06T13:37:57,Attached,34471,,Retail,Commercial,"Rt-Restaurant/Bar,Rt-Retail Store,Rt-Personal Services,A-Plant Nursery/Greenhs,A-Animal Care Services","COMMERCIAL RETAIL BUILDING WITH WAREHOUSE/WORKSHOP ALL AIR CONDITIONED, 3 OFFICES, LARGE SHOWROOM, GREAT FRONTAGE EXPOSURE ON HWY 441 NEAR OTHER SUCCESSFUL RETAIL LOCATIONS SUCH AS PHILLIPS -JEEP-CHRYSLER DEALERSHIP ACROSS THE STREET.",2,Metal,"Other-See Remarks",Yes,Septic,No,"Call Listing Agent","Call Listing Agt",,Florida,,One," S","PINE AVE",3601,"Comm Nonsub",5325,22E,29,15,,4672,,%,1,"Above Ground Electric",,,No,Well,,1990,"B-4 Regional Business"
,"- Active",No,,5000,2500,,Yes,1,0,No,,"7-10 Ft.,15-20 Ft.",OCALA,"Concrete Blk w/ Stucco","Central Electric",Marion,2013-11-01,,"FROM SR 40 GO NORTH ON NE 25 AVE TO RIGHT ON NE 24 ST, TO RIGHT ON NE 29 AVE, PROPERTY IS ON RIGHT HAND CORNER OF NE 29 AVE & NE 23 ST",Yes,Yes,"Street Level",No,220,,No,Right,,Fenced,"Security Alarm System","Concrete,W/W Carpet",No,City,,"Heat Pump",,,Yes,Yes,,,,"1-3 Years,4-10 Years",,No,2715220271512193,2013-11-01,271512193,2715,22,398660,0,Active,2715220,395000,"Paved Street",.76,,,,IRREG,,2013-11-01T14:54:10,No,,3,%,,Yes,2500,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0","10-11 Ft. Wide,1-3 Doors",24266-001-06,"6-15 Spaces",,,5,2013-11-01T14:53:49,Attached,34470,,Industrial/Warehouse,Commercial,"I-Warehouse,I-Manufacturing,I-Office Showroom,I-Truck Terminal/Hub,I-Auto/Marine Services","VERY CLEAN OFFICE AND WAREHOUSE. 7 OFFICES, 2 BATHROOMS, 2 BREAK ROOMS, LOBBY, AND WAREHOUSE WITH 4 ROLLUP OVERHEAD DOORS. PROPERTY IS CLOSE IN TO THE CITY OF OCALA WITH GOOD ACCESS, ON SITE PARKING, CHAIN LINK FENCING AROUND ENTIRE PROPERTY. PROPERTY IS ALSO OFFERED FOR LEASE FOR $7.50/SQ FT NNN",1,Shingle,"Building(s) and Land,Leases",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,,One,NE,"23 ST",2902,"Marion Ind Park",3545,22E,30,10,Conventional,5000,,%,1,"Above Ground Electric",,,Yes,City,,1987,"M-1 Light Industrial"
,"- Active",No,,6363,0,,No,0,0,No,,"7-10 Ft.,11-14 Ft.",OCALA,"Brick,Frame","Central Electric",Marion,2013-09-23,,"441 SOUTH TO SE 1 AVE, LEFT, TO SE 29 ST, LEFT, TO SE 3 CT LEFT, TO BUILDING AT END",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Security Alarm System,Storage Area,Wheelchair Accessible","Tile,Vinyl,W/W Carpet",No,City,,"Heat Pump",,,Yes,Yes,,,,"1-3 Years,4-10 Years",,No,2715220271512193,2013-09-23,271512193,2715,22,396743,0,Active,2715220,699000,"Paved Street,Dead End Street,Cul-De-Sac,In City Limits",.78,,,,IRREG,,2014-03-17T18:49:51,No,,3,%,,Yes,6363,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,30304-011-00,"16+ Spaces,Paved",,,20,2013-09-23T15:28:02,Attached,34471,,Office,Commercial,"Rt-Personal Services,A-Animal Care Services","A+ MEDICAL OFFICE LOCATED IN SOUTH PINE MEDICAL PARK. 12 EXAM ROOMS, 4 DR OFFICES, CONFERENCE, BREAK ROOM, 850 SQ FT OF ADDITIONAL 2ND FLOOR ROOMS, (6 ROOMS) 27 PARKING SPACES, 2 WAITING ROOMS, LARGE ADMIN OFFICE.",3,Shingle,"Building(s) and Land,Leases",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,,Two,SE,"3 CT",2825,"S Pine Medical Pk",10002.4,22E,29,15,Conventional,6363,,%,1,"Underground Electric",,,No,City,,1995,Office
0,"- Active",,,2128,0,,No,0,0,No,0,"7-10 Ft.",OCALA,"Frame,Prefabricated","Central Electric",Marion,2013-09-30,,"HWY 200 WEST TO SW 27 AVE TURN LEFT GO 1/2 MILE TO PROPERTY ON RIGHT(NEXT TO CONVIENENCE STORE)",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Private Restrooms,Security Alarm System,Wheelchair Accessible","Vinyl,W/W Carpet",,"City,County",,"Heat Pump",,,Yes,Yes,,0,,"1-3 Years,4-10 Years,Renewal Option",Net,Yes,2715220271512193,2013-09-30,271512193,2715,22,397046,0,Active,2715220,2100,"Paved Street,Highway Frontage,In City Limits",1.08,,,,IRREG,,2013-10-08T14:36:26,No,,3,%,,Yes,2128,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,2372-006-003,"16+ Spaces,Paved",,,11,2013-09-30T18:58:19,Attached,34471,,Office,Commercial,"Rt-Personal Services,A-Animal Care Services","MEDICAL OFFICE SPACE WITH 5 EXAM ROOMS, 2 CONSULT ROOMS, 1 WAITING ROOM, 1 RECEPTION ROOM, 1 WORK OFFICE, LOCATED CLOSE TO ALL HEALTH RELATED OFFICES AND HOSPITALS",3,Shingle,Leases,No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2013-10-01,One,SW,"27 AVE UNIT 100",3120,"Paddock Park",13601,21E,26,15,Conventional,2128,,%,1,"Underground Electric",,,No,City,,1999,"B-1 Neighborhood Business"
,"- Active",No,,3941,0,,No,0,0,No,,"7-10 Ft.",OCALA,"Concrete Block","Central Electric",Marion,2013-12-17,,"TAKE SS BLVD EAST TO 13TH, BUILDING ON LEFT NEXT TO CHEVRON STATION.",Yes,Yes,None,No,220,,No,Right,,,,"Vinyl,W/W Carpet",No,"City,County",,"Heat Pump",,,Yes,Yes,,,,"1-3 Years,4-10 Years",,No,2715220271512193,2013-12-17,271512193,2715,22,400685,0,Active,2715220,326000,"Paved Street,Highway Frontage,In City Limits",.28,120,,,100,,2014-03-07T16:56:59,No,,3,%,,Yes,3941,"- Active",,,,,,,,,,,,,,34620,"BILL RODGERS REALTY-0",None,2833-011-007,"16+ Spaces",,,13,2013-12-26T17:45:50,Attached,34470,,Office,Commercial,"O-Personal Services,Rt-Personal Services,Rt-Strip Stores,A-Animal Care Services","MULTI TENANT OFFICE COMPLEX. VERY CLEAN. 4 TENANTS, 1200 SQ FT, 500 SQ FT, 500 SQ FT, 1400 SQ FT FULLY LEASED. OWNER FINANCING AVAILABLE TO CREDIT BUYER - 20% DOWN.",4,Shingle,"Building(s) and Land,Leases",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2014-03-07,One,E,"SILVER SPRINGS BLVD",1315,"Lynwood Park",3222,22E,17,15,"Conventional,Owner",3941,,%,4,"Above Ground Electric",,,No,City,,1970,"B-2 Community Business"
0,"- Active",,,2836,0,,No,1,0,No,0,"7-10 Ft.",OCALA,"Frame,Frame w/ Stucco","Central Electric",Marion,2013-06-20,,"NORTH ON NE 36 AVE, TO R ON NE 20 PL, BUILDING ON CORNER OF NE 36 AVE AND NE 20 PL.",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Wheelchair Accessible","W/W Carpet",,City,,"Heat Pump",,,Yes,Yes,,12,,None,,Yes,2715220271512193,2013-06-20,271512193,2715,22,392122,0,Active,2715220,1950,"Paved Street,Private Street,Corner Lot",.3,125,,,105,,2013-11-01T15:24:59,No,,3,%,,Yes,2836,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,27267-001-06,"6-15 Spaces",,,5,2013-06-20T14:29:12,"Attached,To Follow",34470,,Office,Commercial,"O-Personal Services,OT-Other See Remarks","COMMERCIAL OFFICE BUILDING FOR LEASE AND SALE.OWNER ALSO OWNS ADJACENT LOT  THAT CAN BE COMBINED WITH THIS PARCEL IF NEEDED.",2,Shingle,"Building(s) and Land",No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,,One,NE,"20 PL",3601,"Village W",4859.00,22E,11,15,Conventional,2836,,%,1,"Above Ground Electric,Street Lights",,,No,City,,1984,"PUD Planned Unit Development"
0,"- Active",,,2836,0,,No,1,0,No,0,"7-10 Ft.",OCALA,"Frame,Frame w/ Stucco","Central Electric",Marion,2013-06-20,,"NORTH ON NE 36 AVE, TO R ON NE 20 PL, BUILDING ON CORNER OF NE 36 AVE AND NE 20 PL.",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Wheelchair Access","Wheelchair Accessible","W/W Carpet",,City,,"Heat Pump",,,Yes,Yes,,10.01,,None,,Yes,2715220271512193,2013-06-20,271512193,2715,22,392123,0,Active,2715220,382,"Paved Street,Private Street,Corner Lot",.3,125,,,105,,2013-06-20T14:34:20,No,,3,%,,Yes,458,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,27267-001-06,"6-15 Spaces",,,5,2013-06-20T14:33:34,"Attached,To Follow",34470,,Office,Commercial,"O-Personal Services,OT-Other See Remarks","COMMERCIAL OFFICE BUILDING FOR LEASE AND SALE.OWNER ALSO OWNS ADJACENT LOT  THAT CAN BE COMBINED WITH THIS PARCEL IF NEEDED.",2,Shingle,"Building(s) and Land",No,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2012-06-13,One,NE,"20 PL #103",3601,"Village W",4859.00,22E,11,15,Conventional,458,,%,1,"Above Ground Electric,Street Lights",,,No,City,,1984,"PUD Planned Unit Development"
,"- Active",,,,,,No,0,0,No,,"Other-See Remarks",MIAMI,"Other-See Remarks","Other-See Remarks",Miami-Dade,2013-06-20,,N/A,Yes,Yes,,No,,,,Right,,,,,No,,,"Other-See Remarks",,,Yes,Yes,,,,"Other-See remarks",,No,2715220271512193,2013-06-20,271512193,2715,22,392126,0,Active,2715220,75000,,0,,,,,,2013-06-20T15:00:01,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",,000-000-00,"Other-See Remarks",,,1,2013-06-20T14:47:07,Attached,33016,,Opportunity,Commercial,"OT-Other See Remarks","WOMAN'S CLOTHING MANUFACTURING BUSINESS FOR SALE. TWO LABELS & PEANUT PUNCH & ALEGRE FASHIONS. SALE INCLUDES ALL CUSTOMERS, SUPPLIERS LISTS, SOME EQUIPMENT, GOOD WILL. THIS IS AN ESTABLISHED WHOLESALE MANUFACTURING OPERATION WITH NATIONAL SALES FORCE.",0,,"Furniture/Fixtures,Other-See Remarks",Yes,Unknown,No,"Call Listing Agent","Call Listing Agt",,Florida,2013-06-20,One,W,"71 ST",2059,"Out Of County",00,Other,Other,Other,,0,,%,1,"Other-See Remarks",,,No,Unknown,,,Other
,"- Active",,,2594,0,,No,0,0,No,,"7-10 Ft.,11-14 Ft.",Ocala,"Brick,Frame","Central Electric",Marion,2013-05-03,,"Take Hwy 40 East from Ocala to NE 11th Ave. Building is on the NW corner of 11th and 55th Blvd",Yes,Yes,None,No,220,,No,Right,,"Landscaped,Sprinklers-Landscaped","Security Alarm System,Smoke Alarm System,Wheelchair Accessible","Concrete,W/W Carpet",,"City,US Highway",,"Heat Pump",,,Yes,Yes,,,,"1-3 Years,4-10 Years",,No,2715220271512193,2013-05-03,271512193,2715,22,390023,0,Active,2715220,549000,"Paved Street,Highway Frontage,In City Limits,County Zoning,Corner Lot",.62,,,,,,2013-06-18T23:13:43,No,,3,%,,Yes,2594,"- Active",,,,,,,,,,,,,,,"BILL RODGERS REALTY-0",None,28311-007-00,"6-15 Spaces",,,19,2013-06-18T23:13:43,Attached,34470,,Office,Commercial,"O-Personal Services,A-Animal Care Services,B-Retail,B-Restaurant","Former Bank Branch building on signalized corner downtown Ocala. Fully furnished, turn key office. For sale or for rent $3500/Mo NNNPerfect for professional or retail",2,Shingle,"Building(s) and Land,Furniture/Fixtures",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2013-05-06,One,E,"SILVER SPRINGS BLVD",1025,"Caldwell Add",7616,22E,17,15,"Cash,Conventional",2594,,%,1,"Underground Electric",,,No,City,,1971,"B-2 Community Business"
