BoardID,Email,Fax,FirmID,ListingServiceName,ModificationTimestamp,Name,OfficeCity,OfficeID,OfficePhone,OfficeState,OfficeStatus,OfficeUID,OfficeZip,StreetAddress,URL
2715,falboteam@aol.com,3526200524,0543,"Ocala/Marion County AOR",2013-09-20T19:11:52,"AVALAR MAJESTIC PROPERTIES",OCALA,0,3526200207,FL,"- Active",271505430,34480,"5336 SE MARICAMP RD #A OCALA, FL 34480",WWW.AVALARREALESTATESALES.COM
2715,bonorealty@aol.cm,3528733740,122,"Ocala/Marion County AOR",2013-03-01T18:12:18,"LOUISE BONO, REALTOR",Dunnellon,0,3528122768,FL,"- Active",27151220,34432,"11533 Mockingbird Drive  Dunnellon, FL 34432",www.bonorealty.com
2715,BILLSHERER@MFI.NET,3528736356,9997,"Ocala/Marion County AOR",2006-02-13T13:41:47,"THE BILL SHERER CORP/WIN-WORX",OCALA,0,3522372397,FL,"- Inactive",271599970,34478,"P.O. BOX 5184  OCALA, FL 34478",
2715,SCHMIDTOCALA@AOL.COM,3524019101,0325,"Ocala/Marion County AOR",2007-10-16T13:48:01,"UNITED COUNTRY MERIDIAN REAL ESTATE LLC",OCALA,0,3524019600,FL,"- Inactive",271503250,34482,"4201 NW BLITCHTON RD.  OCALA, FL 34482",
2715,DSHULTZ@MFI.NET,3528618860,221,"Ocala/Marion County AOR",2012-02-15T13:36:58,"AUGUST PROPERTIES",OCALA,0,3526944995,FL,"- Active",27152210,34478,"P.O. Box 4427  OCALA, FL 34478",
2715,DIMOS1@VERIZON.NET,9412406122,544,"Ocala/Marion County AOR",2008-01-04T19:57:19,"REALTY BY DALE THOMAS","NORTH PORT",0,9412406121,FL,"- Inactive",27155440,34286,"3941 SANTA ANA ROAD  NORTH PORT, FL 34286",WWW.REALESTATEBYDALETHOMAS.COM
2715,MYERBERKOWITZ@ADELPHIA.NET,9547842323,545,"Ocala/Marion County AOR",2007-03-01T19:15:34,"ALLIED AMERICAN FINANCIAL, INC.","BOCA RATON",0,9542635095,FL,"- Inactive",27155450,33433,"8123-B SEVERN DRIVE  BOCA RATON, FL 33433",
2715,,8132431224,546,"Ocala/Marion County AOR",2007-03-05T18:25:28,"MARTHA DEWEY HARPER",TAMPA,0,8132945455,FL,"- Inactive",27155460,33615,"5537 SHELDON ROAD STE. T TAMPA, FL 33615",
2715,,,45,"Ocala/Marion County AOR",2010-06-08T16:05:58,"MONSEES REALTY, INC - BRANCH",,1,,,"- Inactive",2715451,,"  ,  ",
2715,muzik37@embarqmail.com,3522363676,549,"Ocala/Marion County AOR",2009-12-02T14:28:52,"CLEARWATER INVESTORS",OCALA,0,3522363676,FL,"- Inactive",27155490,34472,"6021 SE 5th Pl  OCALA, FL 34472",
2715,jorealty@bellsouth.net,9549676690,547,"Ocala/Marion County AOR",2007-02-06T13:07:15,"DISTINCT PROPERTIES INC","TIMBER PINES",0,9549675674,FL,"- Inactive",27155470,33028,"1921 NW 150TH AVE UNIT B TIMBER PINES, FL 33028",
2715,,3522880765,550,"Ocala/Marion County AOR",2008-12-05T13:49:20,"JANE VOGE, REAL ESTATE APPRAISER",SUMMERFIELD,0,3522880765,FL,"- Inactive",27155500,34491,"10495 SE 138 PLACE ROAD  SUMMERFIELD, FL 34491",
2715,INFO@SHANDAREALTY.COM,3527481159,551,"Ocala/Marion County AOR",2008-07-08T13:06:52,"SHANDA REALTY",WILDWOOD,0,3527481155,FL,"- Inactive",27155510,34785,"207 MADDOX ST  WILDWOOD, FL 34785",WWW.SHANDAREALTY.COM
2715,,,5000,"Ocala/Marion County AOR",2009-07-06T17:45:39,"CCR - CITRUS COUNTY RECIPROCAL",OCALA,0,,FL,"- Inactive",271550000,34470,"  OCALA, FL 34470",
2715,BREATHHEALTHYINC@EARTHLINK.NET,3524010868,2111,"Ocala/Marion County AOR",2008-02-13T13:29:00,"SPECIALTY CLEANING SOLUTIONS INC.",OCALA,0,3524384289,FL,"- Inactive",271521110,34477,"P.O. BOX 772526  OCALA, FL 34477",
2715,,3522451407,2112,"Ocala/Marion County AOR",2007-02-05T18:23:48,"PTL SERVICES, INC.",BELLEVIEW,0,3523077484,FL,"- Inactive",271521120,34420,"6180 SE 126 LANE  BELLEVIEW, FL 34420",
2715,marionproperties@aol.com,3522886800,384,"Ocala/Marion County AOR",2013-01-10T20:29:04,"MARION CHANDLER PROPERTIES LLC",OCKLAWAHA,0,3522885800,FL,"- Active",27153840,32183,"PO Box 1729  OCKLAWAHA, FL 32183",WWW.MARIONCHANDLER.COM
2715,OCALAFARMS4SALE@AOL.COM,,223,"Ocala/Marion County AOR",2013-07-10T13:15:06,"RHONDA LINDSEY REALTY",OCALA,0,3522371131,FL,"- Active",27152230,34476,"8820 SW 40 AVE  OCALA, FL 34476",www.RhondaLindseyRealty.com
2715,OMARSHARMA@EARTHLINK.NET,3522458020,249,"Ocala/Marion County AOR",2008-01-15T15:32:34,"PEDRO REAL ESTATE OFFICE",SUMMERFIELD,0,3523470653,FL,"- Inactive",27152490,34491,"16460 SE COUNTY ROAD 475  SUMMERFIELD, FL 34491",
2715,,3526947895,12,"Ocala/Marion County AOR",2013-11-27T13:37:55,"FRED TYRRELL RLTY INC",OCALA,0,3526948138,FL,"- Active",2715120,34470,"535 NE 36 AVE  OCALA, FL 34470",WWW.MARYMODROVSKY.COM
2715,GPittas@remax.net,3527325145,28,"Ocala/Marion County AOR",2013-09-13T19:58:25,"RE/MAX ALLSTARS REALTY",OCALA,0,3524840155,FL,"- Active",2715280,34471,"119 SE 1 AVE  OCALA, FL 34471",www.ocalaallstars.com
2715,leads@c21affiliates.com,3524792107,43,"Ocala/Marion County AOR",2012-12-20T12:28:38,"CENTURY 21 AFFILIATES REALTY",OCALA,0,3524793100,FL,"- Active",2715430,34476,"7478-B SW 60TH AVE  OCALA, FL 34476",WWW.C21AFFILIATES.COM
2715,coast@atlantic.net,3522453748,97,"Ocala/Marion County AOR",2006-05-04T14:57:30,"COAST TO COAST RLTY AND INVEST",SUMMERFIELD,0,3522454406,FL,"- Active",2715970,34491,"13940 S HWY 475  SUMMERFIELD, FL 34491",
2715,RNBREALTY@AOL.COM,3526902267,132,"Ocala/Marion County AOR",2013-10-23T20:37:47,"R N B REALTY",OCALA,0,3526902266,FL,"- Active",27151320,34471,"1811 E FT KING  OCALA, FL 34471",www.rnbrealty.com
2715,johagle@embarqmail.com,3522450143,157,"Ocala/Marion County AOR",2013-11-15T18:03:21,"HAGLE REALTY",SUMMERFIELD,0,3522450111,FL,"- Active",27151570,34491,"16545 SE HWY 441  SUMMERFIELD, FL 34491",
2715,admin@homesindeed.com,5614239258,552,"Ocala/Marion County AOR",2009-07-21T12:59:28,"HOMESINDEED REAL ESTATE",,0,8886963383,L,"- Inactive",27155520,,"  , L ",www.homesindeed.com
2715,EDUPLAT@HOTMAIL.COM,9542179008,537,"Ocala/Marion County AOR",2005-12-28T19:34:51,"DIREM INVESTMENT LLC.",WESTON,0,9543858008,FL,"- Inactive",27155370,33327,"2645 EXECUTIVE PARK DR. SUITE 118 WESTON, FL 33327",
2715,AFFILIATED@AFFLIATEDTITLE.NET,3523694305,9810,"Ocala/Marion County AOR",2014-02-03T18:43:01,"AFFILIATED TITLE OF CENTRAL FLORIDA, LTD",OCALA,0,3523694300,FL,"- Active",271598100,34471,"2701 SE MARICAMP RD STE 101 OCALA, FL 34471",WWW.AFFILIATEDTITLE.NET
2715,BLOVE@BBANDT.COM,3528615779,9903,"Ocala/Marion County AOR",2012-06-08T15:19:13,"BB AND T",OCALA,0,3526294432,FL,"- Active",271599030,34474,"3019 SW 27TH AVE STE 101 OCALA, FL 34474",
2715,,,9908,"Ocala/Marion County AOR",2008-03-13T13:29:05,"PILLAR TO POST",OCALA,0,3528044760,FL,"- Inactive",271599080,34471,"2250 SE 14 ST.  OCALA, FL 34471",
2715,,,9923,"Ocala/Marion County AOR",2007-02-05T18:26:11,"THE BUG DOCTOR",OCALA,0,3522370122,FL,"- Inactive",271599230,34474,"560 SW 57 ST  OCALA, FL 34474",
2715,,,9928,"Ocala/Marion County AOR",2007-03-20T15:51:05,"FLORIDA CITIZENS BANK",OCALA,0,3523684009,FL,"- Inactive",271599280,34474,"720 S PINE AVE.  OCALA, FL 34474",
2715,CHAMPIONPESTINC@YAHOO.COM,3526711077,9933,"Ocala/Marion County AOR",2011-01-24T13:38:59,"CHAMPION PEST MANAGEMENT INC.",OCALA,0,3523695677,FL,"- Inactive",271599330,34470,"2525 NE JACKSONVILLE RD  OCALA, FL 34470",
2715,DIGESTOFHOMES@GMAIL.COM,3525726742,9935,"Ocala/Marion County AOR",2011-01-26T18:43:28,"DIGEST OF HOMES MTG   PROPERTY",OCALA,0,3525726742,FL,"- Active",271599350,34478,"P O BOX 176  OCALA, FL 34478",WWW.DIGESTOFHOMES.COM
2715,LCATTO@INATBANK.COM,,9937,"Ocala/Marion County AOR",2010-03-01T15:24:08,"INDEPENDENT NATIONAL BANK",OCALA,0,3526222377,FL,"- Inactive",271599370,34478,"60 SW 17 ST.  OCALA, FL 34478",WWW.INATBANK.COM
2715,SUSAN.GRIFFIN@BANKOFAMERICA.COM,8667890341,9953,"Ocala/Marion County AOR",2010-01-26T13:15:26,"BANK OF AMERICA, HOME LOANS",NEWBERRY,0,3523332474,FL,"- Inactive",271599530,32669,"12921 SW 1ST ROAD SUITE 205 NEWBERRY, FL 32669",
2715,,,9958,"Ocala/Marion County AOR",2011-02-04T12:54:38,"CAMPUS USA CREDIT UNION",GAINESVILLE,0,3523359090,FL,"- Inactive",271599580,32614,"  P.O. BOX 147029  GAINESVILLE, FL 32614",www.campuscu.com
2715,LINDA.GYGAX@USI.BIZ,3527320132,9959,"Ocala/Marion County AOR",2014-03-26T13:19:05,"USI INSURANCE SERVICES",OCALA,0,352390-275,FL,"- Active",271599590,34471,"1724 SE 17 AVE  OCALA, FL 34471",WWW.USI.BIZ
2715,OCALA@HOLIDAYBUILDERS.COM,3526942090,9963,"Ocala/Marion County AOR",2009-11-20T19:48:48,"HOLIDAY BUILDERS, INC",OCALA,0,3526942228,FL,"- Inactive",271599630,34471,"3300 SE LAKE WEIR AVE  OCALA, FL 34471",www.holidaybuilders.com
2715,MURF443@CS.COM,3526223692,9967,"Ocala/Marion County AOR",2009-02-06T13:10:29,"OCALA MORTGAGE GROUP LLC",OCALA,0,3526221339,FL,"- Inactive",271599670,34470,"110 NE 11 AVE  OCALA, FL 34470",
2715,AMHARRIS@AAASOUTH.COM,,9971,"Ocala/Marion County AOR",2006-02-13T13:37:03,"AAA AUTO CLUB SOUTH",OCALA,0,3522376251,FL,"- Inactive",271599710,34474,"3033 SW COLLEGE RD  OCALA, FL 34474",
2715,,3522377091,9977,"Ocala/Marion County AOR",2006-02-13T13:48:06,"FLEMING MORTGAGE SERVICES LLC",OCALA,0,3522375168,FL,"- Inactive",271599770,34474,"2123 SW 20 PLACE STE 102 OCALA, FL 34474",WWW.FLEMINGMORTGAGE.COM
2715,,3526294102,9978,"Ocala/Marion County AOR",2010-03-04T14:00:43,"ARTHUR RUTENBERG HOMES",OCALA,0,3524019956,FL,"- Inactive",271599780,34471,"1325 SE 25 LOOP SUITE 101 OCALA, FL 34471",
2715,,,9980,"Ocala/Marion County AOR",2005-06-14T12:43:12,"CAPITAL CITY BANK",OCALA,0,3528675728,FL,"- Inactive",271599800,34471,"2100 SE 17 ST STE 702 OCALA, FL 34471",
2715,,,9984,"Ocala/Marion County AOR",2008-02-08T13:33:12,"BUDS PEST CONTROL",NOBLETON,0,3527992919,FL,"- Inactive",271599840,34661,"15062  EDGEWATER AVE  NOBLETON, FL 34661",
2715,,,9985,"Ocala/Marion County AOR",2009-02-06T13:15:33,"THE CORNERSTONE SCHOOL",OCALA,0,3523518840,FL,"- Inactive",271599850,34471,"2313 SE LAKE WEIR RD  OCALA, FL 34471",
2715,decisivehomeinspection@gmail.com,,9986,"Ocala/Marion County AOR",2013-01-03T10:28:40,"DECISIVE HOME   TERMITE INSP SVC",OCALA,0,3527328044,FL,"- Active",271599860,34480,"3806 SE LAKE WEIR AVE  OCALA, FL 34480",
2715,,,9995,"Ocala/Marion County AOR",2011-02-04T12:55:25,"CENTRAL FLORIDA GARAGE DOORS, INC",CITRA,0,3526944335,FL,"- Inactive",271599950,32113,"1083 E HWY 329  CITRA, FL 32113",
2715,mwiggins@holidaybuilders.com,3217511483,530,"Ocala/Marion County AOR",2009-11-20T19:48:23,"HOLIDAY BUILDERS REAL ESTATE LLC",MELBOURNE,0,3212593021,FL,"- Inactive",27155300,32934,"3942 WEST EAU GALLIE BLVD  MELBOURNE, FL 32934",www.holidaybuilders.com
2715,,,29,"Ocala/Marion County AOR",2005-09-22T20:57:54,"FORMER FIRM",,1,,,"- Purge",2715291,,"  ,  ",
2715,babeck@tampabay.rr.com,7273788344,529,"Ocala/Marion County AOR",2010-11-02T15:12:59,"BECK PROPERTIES, LLC","NEW PORT RICHIE",0,7273788344,FL,"- Inactive",27155290,34652,"4453 GARNET DR  NEW PORT RICHIE, FL 34652",www.beckrealtyonline.com
2715,hmolina@adelphia.net,5618922630,528,"Ocala/Marion County AOR",2007-02-15T14:31:56,"ENTERPRISE PROPERTIES REALTY","BOCA RATON",0,5615770321,FL,"- Inactive",27155280,33486,"1489 W PALMETTO PK RD #452  BOCA RATON, FL 33486",www.enprorealty.com
2715,,,419,"Ocala/Marion County AOR",2009-09-10T18:53:49,"FORMER FIRM",,1,,,"- Purge",27154191,,"  ,  ",
2715,,,526,"Ocala/Marion County AOR",2006-03-17T18:50:15,"ONE REAL ESTATE COMPANY LLC",TAMPA,0,7275156043,FL,"- Inactive",27155260,33611,"4230 S MAC DILL AVE STE 221  TAMPA, FL 33611",
2715,exoticcreations@aol.com,,2106,"Ocala/Marion County AOR",2006-02-13T13:46:27,"EXOTIC CREATIONS",OCALA,0,3523690115,FL,"- Inactive",271521060,34470,"2430 NE 21 TERR  OCALA, FL 34470",
2715,orkinocala@earthlink.net,3526294933,2107,"Ocala/Marion County AOR",2008-02-08T13:50:33,"ORKIN PEST CONTROL",OCALA,0,3526298759,FL,"- Inactive",271521070,34474,"540 SW 8 ST  OCALA, FL 34474",
2715,DADDEO@ADELPHIA.NET,5614772465,532,"Ocala/Marion County AOR",2007-09-05T13:12:38,"COMMUNITY REALTY","BOCA RATON",0,5612186558,FL,"- Active",27155320,33428,"9922 PALMA VISTA WAY  BOCA RATON, FL 33428",
2715,AMMRS@BELLSOUTH.NET,8886616223,533,"Ocala/Marion County AOR",2006-01-09T20:56:18,"AUSTIN MARCEL MORTGAGE   RLTY INVESTMENT",GAINESVILLE,0,3523750076,FL,"- Inactive",27155330,32601,"708 NW 8TH AVENUE  GAINESVILLE, FL 32601",WWW.AUSTINMARCELMORTGAGE.COM
2715,JUANONEA@EARTHLINK.NET,3526226909,534,"Ocala/Marion County AOR",2008-02-28T13:50:49,"MELROSE REALTY CORP.",OCALA,0,3526226122,FL,"- Inactive",27155340,34471,"5241 SE 18 STREET  OCALA, FL 34471",
2715,REFLECTINSMTGE@YAHOO.COM,3528678180,2108,"Ocala/Marion County AOR",2010-01-26T13:17:19,"REFLECTIONS MORTGAGE SERVICES, LLC",OCALA,0,3528677060,FL,"- Inactive",271521080,34470,"1111 NE 25 AVENUE, SUITE 104  OCALA, FL 34470",WWW.REFLECTIONSMORTGAGE.COM
2715,AUCTIONEER007@AOL.COM,3528619781,535,"Ocala/Marion County AOR",2007-10-09T14:12:32,"AMERI AUCTION, INC.",OCALA,0,3528619755,FL,"- Inactive",27155350,34477,"P.O. BOX 771797  OCALA, FL 34477",WWW.TRIDENTAUCTIONCO.COM
2715,SHEVSHIWRAM@YAHOO.COM,3212064623,536,"Ocala/Marion County AOR",2007-04-30T17:50:42,"UNIVERSAL REALTY OF CENTRAL FLORIDA, INC",KISSIMMEE,0,4075174700,FL,"- Inactive",27155360,34741,"3501 WEST VINE STREET SUITE  #356 KISSIMMEE, FL 34741",WWW.UNIVERSALREALTY.COM
2715,CAROLYN.LAROSS@ALARIONBANK.COM,3528671493,2094,"Ocala/Marion County AOR",2008-11-25T17:53:43,"ALARION BANK",OCALA,0,3525471230,FL,"- Active",271520940,34471,"2510 SE MARICAMP ROAD  OCALA, FL 34471",WWW.ALARIONBANK.COM
2715,,3528214919,2095,"Ocala/Marion County AOR",2006-02-13T13:48:30,"FLORIDA WELCOME BASKETS/REED S GROV",WEIRSDALE,0,3528212915,FL,"- Inactive",271520950,32195," P.O. BOX 623  WEIRSDALE, FL 32195",www.reedsgroves.com
2715,REBECCAGARCIA@T-MOBILE.COM,3528619398,2096,"Ocala/Marion County AOR",2006-02-13T13:59:13,"T-MOBILE, USA",OCALA,0,3528619399,FL,"- Inactive",271520960,34474,"3100 SW COLLEGE RD #600 #600 OCALA, FL 34474",
2715,HOMEINSPECTFIRST@AOL.COM,3525290895,2097,"Ocala/Marion County AOR",2006-02-13T13:49:46,"INSPECT FIRST",MORRISTON,0,3525290893,FL,"- Inactive",271520970,32668,"7380 NW 162 CT  MORRISTON, FL 32668",
2715,FLORIDAINSPECTOR@HOTMAIL.COM,3522883764,2098,"Ocala/Marion County AOR",2011-01-24T12:36:11,"FLORIDA CERTIFIED HOME INSPECTOR'S INC",OCKLAWAHA,0,3523618065,FL,"- Inactive",271520980,32179,"13260 SE 107 COURT  OCKLAWAHA, FL 32179",WWW.FLORIDAINSPECTORCERTIFIED.COM
2715,,,2099,"Ocala/Marion County AOR",2006-02-13T13:42:39,"BLUEWIRE ELECTRIC",OCALA,0,3523074808,FL,"- Inactive",271520990,34470,"1015 NE 8 AVE  OCALA, FL 34470",BLUEWIREUSA.COM
2715,OPTIMALHI@MSN.COM,3528737661,2100,"Ocala/Marion County AOR",2008-02-08T13:49:18,"OPTIMAL HOME INSPECTIONS",OCALA,0,3522077514,FL,"- Inactive",271521000,34476,"5554 SW 84 PLACE  OCALA, FL 34476",
2715,PATTY@INSPECTNDETECT.COM,3526242053,2101,"Ocala/Marion County AOR",2006-02-13T13:50:07,INSPECT-N-DETECT,OCALA,0,3524275914,FL,"- Inactive",271521010,34478,"  P.O. BOX 6863 P.O. BOX 6863 OCALA, FL 34478",WWW.INSPECTNDETECT.COM
2715,VRINSPECTIONS@YAHOO.COM,,2102,"Ocala/Marion County AOR",2006-02-13T14:00:35,"VERIFIED RESIDENTAIL INSPECTIONS",DUNNELLON,0,3524274175,FL,"- Inactive",271521020,34432,"13431 SW 111 ST  DUNNELLON, FL 34432",
2715,CINDY@FIRSTALLIANCETITLE.NET,3523714512,2103,"Ocala/Marion County AOR",2006-02-13T13:47:29,"FIRST ALLIANCE ABSTRACT + TITLE CO.",GAINESVILLE,0,3523714511,FL,"- Inactive",271521030,32601,"1410 NW 13 ST SUITE #6 GAINESVILLE, FL 32601",WWW.FIRSTALLIANCETITLE.NET
2715,CENTLN@AOL.COM,3528670199,2104,"Ocala/Marion County AOR",2006-02-13T13:47:46,"FIRST STRIKE HOME INSPECTION SER IC",OCALA,0,3528670199,FL,"- Inactive",271521040,34478,"  PO BOX 2062 PO BOX 2062 OCALA, FL 34478",
2715,KLP5965@AOL.COM,,2105,"Ocala/Marion County AOR",2007-02-05T18:20:52,"OUTSIDE-IN HOME INSPECTIONS INC",OCALA,0,3528542696,FL,"- Inactive",271521050,34481,"9722 SW 95 CT UNIT C UNIT C OCALA, FL 34481",
2715,darlene@omcar.com,3526295490,2715,"Ocala/Marion County AOR",2012-02-13T18:00:51,"OCALA MLS",OCALA,0,3526297077,FL,"- Active",271527150,34470,"3105 NE 14 ST  OCALA, FL 34470",www.omcar.com
2715,,,4000,"Ocala/Marion County AOR",2014-03-06T18:03:51,"MY-FLA REGIONAL MLS RECIPROCALS",,0,,,"- Inactive",271540000,,"  ,  ",
2715,,,4001,"Ocala/Marion County AOR",2007-04-10T20:02:00,"MLS RECIPROCALS",OCALA,0,,FL,"- Active",271540010,34470,"3105 NE 14 ST  OCALA, FL 34470",
2715,,,8005,"Ocala/Marion County AOR",2006-02-13T13:58:44,"SOUTHTRUST BANK OF CENTRAL FL.",OCALA,0,3527326272,FL,"- Inactive",271580050,34478,"  P.O. BOX 3570  OCALA, FL 34478",
2715,,,8007,"Ocala/Marion County AOR",2006-02-13T14:00:15,"USA CONSTRUCTION INC",OCALA,0,3526298922,FL,"- Inactive",271580070,34470,"3501 NE 10 ST  OCALA, FL 34470",
2715,lwebb@firstam.com,8665033433,8040,"Ocala/Marion County AOR",2013-01-18T12:37:46,"FIRST AMERICAN TITLE INS. CO.",OCALA,0,3528545090,FL,"- Active",271580400,34481,"8444 SW 103rd St RD  OCALA, FL 34481",www.firstam.com
2715,eagerton@gmail.com,,8045,"Ocala/Marion County AOR",2011-12-06T13:39:36,"HOMES AND LAND OF OCALA",OCALA,0,3522362787,FL,"- Active",271580450,34474,"3101 SW 34 AVE #905  OCALA, FL 34474",
2715,crissie.moore@starbanner.com,3528674021,8080,"Ocala/Marion County AOR",2013-12-11T20:00:31,"OCALA STAR BANNER",OCALA,0,3528674100,FL,"- Active",271580800,34471,"2121 SW 19 AVE RD  OCALA, FL 34471",
2715,INFO@JWWHOME.COM,3528732587,8101,"Ocala/Marion County AOR",2006-02-13T13:51:24,"JWW HOME INSPECTION",DUNNELLON,0,3528738762,FL,"- Inactive",271581010,34432,"12140 MAPLE STREET  DUNNELLON, FL 34432",WWW.JWWHOME.COM
2715,JERRY.BILLMEIER@ALLTEL.COM,3522371172,8104,"Ocala/Marion County AOR",2006-02-13T13:38:58,"ALLTEL COMMUNICATIONS",OCALA,0,3528433800,FL,"- Inactive",271581040,34474,"2606 SW 19 AVE RD  OCALA, FL 34474",WWW.ALLTEL.COM
2715,dharden@americanheritagefl.com,3526945971,8202,"Ocala/Marion County AOR",2013-09-04T19:40:41,"MARION COUNTY BUILDING INDUSTRY ASSOC",OCALA,0,3526944133,FL,"- Active",271582020,34478,"P O BOX 128  OCALA, FL 34478",WWW.MCBIA.ORG
2715,TREB@ATLANTIC.NET,,8203,"Ocala/Marion County AOR",2012-09-12T12:28:55,"THE REAL ESTATE BOOK",OCALA,0,3528542994,FL,"- Purge",271582030,34474,"3101 SW 34 AVE #905-263  OCALA, FL 34474",REALESTATEBOOK.COM
2715,,3527326146,8205,"Ocala/Marion County AOR",2010-03-01T14:54:25,"SORRELS PRINTING   BOX CO",OCALA,0,3527324442,FL,"- Inactive",271582050,34474,"1921 SW 15 AVE  OCALA, FL 34474",
2715,,,8303,"Ocala/Marion County AOR",2008-01-16T13:14:07,"TRANSLAND FINANCIAL SERV. INC.",OCALA,0,3523687878,FL,"- Inactive",271583030,34474,"1431 SW 15 AVE.  OCALA, FL 34474",
2715,TITLEOOCALA@AOL.COM,3523479162,8313,"Ocala/Marion County AOR",2009-02-06T13:16:16,"TITLE OFFICES,LLC","BEVERLY HILLS",0,3527461442,FL,"- Inactive",271583130,34465,"3517 N LACANTO HWY  BEVERLY HILLS, FL 34465",
2715,,,8501,"Ocala/Marion County AOR",2006-05-24T20:16:33,"WILSON AND  WILLIAMS",OCALA,0,3526299747,FL,"- Active",271585010,34478,"  P.O. BOX 908  OCALA, FL 34478",
2715,tammyl.williams@suntrust.com,,8504,"Ocala/Marion County AOR",2013-11-15T13:36:48,"SUNTRUST BANK",OCALA,0,3523686453,FL,"- Active",271585040,34478,"  P.O. BOX 310  OCALA, FL 34478",
2715,BTRICE@OCALACPA.COM,,8505,"Ocala/Marion County AOR",2011-11-09T15:09:01,"CRIPPEN, TRICE, FORD, TORRES, LLP",OCALA,0,3527324260,FL,"- Active",271585050,34471,"1900 SE 18TH AVE  OCALA, FL 34471",
2715,raymond.andrews@regions.com,3528544110,8509,"Ocala/Marion County AOR",2011-12-27T12:25:45,"REGIONS BANK",OCALA,0,3528544196,FL,"- Active",271585090,34471,"1700 SE 17 STREET  OCALA, FL 34471",
2715,INSPECTOR@MFI.NET,,8510,"Ocala/Marion County AOR",2009-11-13T16:17:48,"BUILDING INSP SERV OF OCALA",OCALA,0,3528675757,FL,"- Active",271585100,34470,"1531 NE 2 ST  OCALA, FL 34470",WWW.BUILDINGINSPECTIONSVC.COM
2715,,3526294102,8515,"Ocala/Marion County AOR",2006-02-13T13:47:05,"FERRENTINO   SON INC",OCALA,0,3522378800,FL,"- Inactive",271585150,34474,"  P.O. BOX  5758  OCALA, FL 34474",
2715,JGALLOWAY@ASSOCIATEDLANDTITLE.NET,3523074003,8603,"Ocala/Marion County AOR",2010-03-01T14:43:37,"ASSOCIATED LAND TITLE INSURANCE AGENCY",OCALA,0,3523074000,FL,"- Inactive",271586030,34470,"954 E SLVR SPGS BLVD  OCALA, FL 34470",
